Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Collaboration-Centred Cities Through Urban Apps Based on Open and User-Generated Data","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_19","Diego López-de-IpiñaUnai AguileraJorge Pérez","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_19","Chapter"
"Pattern-Based Engineering of Systems-of-Systems for Process Execution Support","Human-Computer Interaction. Theory, Design, Development and Practice","","","","10.1007/978-3-319-39510-4_42","Albert FleischmannWerner SchmidtChristian StaryChristian Fichtenbauer","2016","http://link.springer.com/chapter/10.1007/978-3-319-39510-4_42","Chapter"
"The Brewing Trends and Transformations in the IT Landscape","High-Performance Big-Data Analytics","","","","10.1007/978-3-319-20744-5_1","Pethuru RajAnupama RamanDhivya NagarajSiddhartha Duggirala","2015","http://link.springer.com/chapter/10.1007/978-3-319-20744-5_1","Chapter"
"Strukturelle Modellierung","Unsicherheit und Uneindeutigkeit in Verlässlichkeitsmodellen","","","","10.1007/978-3-658-23341-9_9","Peter Tröger","2018","http://link.springer.com/chapter/10.1007/978-3-658-23341-9_9","Chapter"
"Organisation und Prozesse der Bank-IT in der Digitalisierung","Praxishandbuch Digital Banking","","","","10.1007/978-3-658-18890-0_6","Joachim Dorschel","2018","http://link.springer.com/chapter/10.1007/978-3-658-18890-0_6","Chapter"
"A Taxonomy of Anomalies in Distributed Cloud Systems: The CRI-Model","Intelligent Distributed Computing XI","","","","10.1007/978-3-319-66379-1_22","Kim ReichertAlexander PokahrTill HohenbergerChristopher HaubeckWinfried Lamersdorf","2018","http://link.springer.com/chapter/10.1007/978-3-319-66379-1_22","Chapter"
"Umsetzung","Ganzheitliche Digitalisierung von Prozessen","","","","10.1007/978-3-658-22648-0_6","Albert FleischmannStefan OpplWerner SchmidtChristian Stary","2018","http://link.springer.com/chapter/10.1007/978-3-658-22648-0_6","Chapter"
"$$\mathbb {ECHO}$$
                : An Adaptive Orchestration Platform for Hybrid Dataflows across Cloud and Edge","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_28","Pushkara RavindraAakash KhochareSiva Prakash ReddySarthak SharmaPrateeksha VarshneyYogesh Simmhan","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_28","Chapter"
"Das Managementsystem zur Gestaltung im digitalen Zeitalter: Gestaltungstechniken","Einführung in die Wirtschaftsinformatik","","","","10.1007/978-3-662-53656-8_9","Claudia LemkeWalter BrennerKathrin Kirchner","2017","http://link.springer.com/chapter/10.1007/978-3-662-53656-8_9","Chapter"
"Paradigm Shift! The Path to Brutal Automation","Future Telco","","","","10.1007/978-3-319-77724-5_10","Lothar Reith","2019","http://link.springer.com/chapter/10.1007/978-3-319-77724-5_10","Chapter"
"Web Federates — Towards A Middleware for Highly Scalable Peer-to-Peer Services","Web Information Systems and Technologies","","","","10.1007/978-3-540-74063-6_11","Ingo ScholtesPeter Sturm","2007","http://link.springer.com/chapter/10.1007/978-3-540-74063-6_11","Chapter"
"CF-CloudOrch: container fog node-based cloud orchestration for IoT networks","The Journal of Supercomputing","","","","10.1007/s11227-018-2493-4","Nam Yong KimJung Hyun RyuByoung Wook KwonYi PanJong Hyuk Park","2018","http://link.springer.com/article/10.1007/s11227-018-2493-4","Article"
"Ubiquitous Services: Extending Customer Relationship Management","Ubiquitous and Pervasive Commerce","","","","10.1007/1-84628-321-3_5","Anatole GershmanAndrew Fano","2006","http://link.springer.com/chapter/10.1007/1-84628-321-3_5","Chapter"
"Adaptive Production Management Using a Service-Based Platform","Industrial Applications of Holonic and Multi-Agent Systems","","","","10.1007/978-3-319-22867-9_12","Usman WajidVadim ChepeginDespina T. MeridouMaria-Eleftheria Ch. PapadopoulouJosé Barbosa","2015","http://link.springer.com/chapter/10.1007/978-3-319-22867-9_12","Chapter"
"Towards the Cloud Solutions in Aspects of Distributed Business Services","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-319-97163-6_10","Aneta Poniszewska-MarandaBartosz IgnaczewskiErich Markl","2018","http://link.springer.com/chapter/10.1007/978-3-319-97163-6_10","Chapter"
"Evolution of Cloud Operating System: From Technology to Ecosystem","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1717-z","Zuo-Ning ChenKang ChenJin-Lei JiangLu-Fei ZhangSong WuZheng-Wei QiChun-Ming HuYong-Wei WuYu-Zhong SunHong TangAo-Bing SunZi-Lu Kang","2017","http://link.springer.com/article/10.1007/s11390-017-1717-z","Article"
"Situation analytics — at the dawn of a new software engineering paradigm","Science China Information Sciences","","61","5","10.1007/s11432-017-9372-7","Carl K. Chang","2018","http://link.springer.com/article/10.1007/s11432-017-9372-7","Article"
"Concepts We Tend to Ignore","Scalability Patterns","","","","10.1007/978-1-4842-1073-4_4","Chander Dhall","2018","http://link.springer.com/chapter/10.1007/978-1-4842-1073-4_4","Chapter"
"Buy Software to Automate the Business","Build, Run, and Sell Your Apple Consulting Practice","","","","10.1007/978-1-4842-3835-6_5","Charles Edge","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3835-6_5","Chapter"
"Dynamic Real-Time Infrastructure Planning and Deployment for Disaster Early Warning Systems","Computational Science – ICCS 2018","","","","10.1007/978-3-319-93701-4_51","Huan ZhouArie TaalSpiros KoulouzisJunchao WangYang HuGeorge Suciu Jr.Vlad PoenaruCees de LaatZhiming Zhao","2018","http://link.springer.com/chapter/10.1007/978-3-319-93701-4_51","Chapter"
"YaPPL - A Lightweight Privacy Preference Language for Legally Sufficient and Automated Consent Provision in IoT Scenarios","Data Privacy Management, Cryptocurrencies and Blockchain Technology","","","","10.1007/978-3-030-00305-0_23","Max-R. UlbrichtFrank Pallas","2018","http://link.springer.com/chapter/10.1007/978-3-030-00305-0_23","Chapter"
"Image Processing and Display","International Journal of Computer Assisted Radiology and Surgery","","8","1","10.1007/s11548-013-0850-6","","2013","http://link.springer.com/article/10.1007/s11548-013-0850-6","Article"
"GURaaS: An End-User Platform for Embedding Research Instruments into Games","End-User Development","","","","10.1007/978-3-319-58735-6_3","Carlos Pereira SantosJeroen van de HaterdKevin HutchinsonVassilis-Javed KhanPanos Markopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-58735-6_3","Chapter"
"Introduction","Gendering Urban Space in the Middle East, South Asia, and Africa","","","","10.1057/9780230612471_1","Kamran Asdar AliMartina Rieker","2008","http://link.springer.com/chapter/10.1057/9780230612471_1","Chapter"
"Cloud Computing","Inventing the Cloud Century","","","","10.1007/978-3-319-61161-7_11","Marcus OppitzPeter Tomsu","2018","http://link.springer.com/chapter/10.1007/978-3-319-61161-7_11","Chapter"
"Citizen-Centric Linked Data Apps for Smart Cities","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_10","Diego López-de-IpiñaSacha VanheckeOscar PeñaTom De NiesErik Mannens","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_10","Chapter"
"Der Quellcode","Software Due Diligence","","","","10.1007/978-3-662-53062-7_7","Dipl.-Ing. Christian Demant","2018","http://link.springer.com/chapter/10.1007/978-3-662-53062-7_7","Chapter"
"Ist die Bank-IT im digitalen Transformationszeitalter angekommen?","Praxishandbuch Digital Banking","","","","10.1007/978-3-658-18890-0_5","Werner Dorschel","2018","http://link.springer.com/chapter/10.1007/978-3-658-18890-0_5","Chapter"
"Introduction to OMS","Implementing Operations Management Suite","","","","10.1007/978-1-4842-1979-9_1","Peter De Tender","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1979-9_1","Chapter"
"The Flowbster Cloud-Oriented Workflow System to Process Large Scientific Data Sets","Journal of Grid Computing","","16","1","10.1007/s10723-017-9420-4","Peter KacsukJózsef KovácsZoltán Farkas","2018","http://link.springer.com/article/10.1007/s10723-017-9420-4","Article"
"Digital Preservation in Grids and Clouds: A Middleware Approach","Journal of Grid Computing","","10","1","10.1007/s10723-012-9206-7","Peter WittekSándor Darányi","2012","http://link.springer.com/article/10.1007/s10723-012-9206-7","Article"
"Exploring Multilateral Cloud Computing Security Architectural Design Debt in Terms of Technical Debt","Smart Computing and Informatics","","","","10.1007/978-981-10-5547-8_59","M. Manoj KumarA. N. Nandakumar","2018","http://link.springer.com/chapter/10.1007/978-981-10-5547-8_59","Chapter"
"“We are digital natives”","ATZelektronik worldwide","","13","4","10.1007/s38314-018-0054-5","","2018","http://link.springer.com/article/10.1007/s38314-018-0054-5","Article"
"Secured DevOps (SDevOps)","Privileged Attack Vectors","","","","10.1007/978-1-4842-3048-0_18","Morey J. HaberBrad Hibbert","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3048-0_18","Chapter"
"Linked Data in Business","Business & Information Systems Engineering","","58","5","10.1007/s12599-016-0446-0","Prof. Dr. Witold AbramowiczProf. Dr. Sören AuerDr. Tom Heath","2016","http://link.springer.com/article/10.1007/s12599-016-0446-0","Article"
"A Scalable Consent, Transparency and Compliance Architecture","The Semantic Web: ESWC 2018 Satellite Events","","","","10.1007/978-3-319-98192-5_25","Sabrina KirraneJavier D. FernándezWouter DullaertUros MilosevicAxel PolleresPiero A. BonattiRigo WenningOlha DrozdPhilip Raschke","2018","http://link.springer.com/chapter/10.1007/978-3-319-98192-5_25","Chapter"
"Big Data Analytics Methoden und automobilgerechte Anpassungen","ATZelektronik","","11","4","10.1007/s35658-016-0047-1","Dr. Rainer HolveDipl.-Ing. (FH) Holger Dormann","2016","http://link.springer.com/article/10.1007/s35658-016-0047-1","Article"
"People + Companies","ATZelektronik worldwide","","12","2","10.1007/s38314-017-0022-5","","2017","http://link.springer.com/article/10.1007/s38314-017-0022-5","Article"
"People + Companies","ATZ worldwide","","119","4","10.1007/s38311-017-0029-9","","2017","http://link.springer.com/article/10.1007/s38311-017-0029-9","Article"
"The Influence of Familial and Personality Variables on Sexual Orientation in Women","The Psychological Record","","40","3","10.1007/BF03399552","Christine P. Dancey","1990","http://link.springer.com/article/10.1007/BF03399552","Article"
"Personen + Unteternehmen","ATZelektronik","","12","2","10.1007/s35658-017-0029-y","","2017","http://link.springer.com/article/10.1007/s35658-017-0029-y","Article"
"Adoption of Big Data Streaming Techniques for Simultaneous Localization and Mapping (SLAM) in IoT-Aided Robotics Devices","Cognitive Informatics and Soft Computing","","","","10.1007/978-981-13-0617-4_31","Nyasha Fadzai ThusabantuG. Vadivu","2019","http://link.springer.com/chapter/10.1007/978-981-13-0617-4_31","Chapter"
"Earth Observation Data for Enterprise Business Applications","Earth Observation Open Science and Innovation","","","","10.1007/978-3-319-65633-5_13","Hinnerk Gildhoff","2018","http://link.springer.com/chapter/10.1007/978-3-319-65633-5_13","Chapter"
"Personen + Unternehmen","ATZ - Automobiltechnische Zeitschrift","","119","4","10.1007/s35148-017-0031-y","","2017","http://link.springer.com/article/10.1007/s35148-017-0031-y","Article"
"Big Data Analytics Methods and Automotive Specific Modulations","ATZelektronik worldwide","","11","4","10.1007/s38314-016-0056-0","Dr. Rainer HolveDipl.-Ing. (FH) Holger Dormann","2016","http://link.springer.com/article/10.1007/s38314-016-0056-0","Article"
"BlueSight: Automated Discovery Service for Cloud Migration of Enterprises","Service-Oriented Computing – ICSOC 2016 Workshops","","","","10.1007/978-3-319-68136-8_27","Dannver WuJinho HwangMaja VukovicNikos Anerousis","2017","http://link.springer.com/chapter/10.1007/978-3-319-68136-8_27","Chapter"
"The New Fontiers of Service Systems Engineering","Business & Information Systems Engineering","","60","5","10.1007/s12599-018-0553-1","Prof. Dr. Tilo BöhmannProf. Dr. Jan Marco LeimeisterProf. Dr. Kathrin Möslein","2018","http://link.springer.com/article/10.1007/s12599-018-0553-1","Article"
"Azure SQL and TFS/VSTS Build and Release","Beginning Build and Release Management with TFS 2017 and VSTS","","","","10.1007/978-1-4842-2811-1_5","Chaminda Chandrasekara","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2811-1_5","Chapter"
"Digital Preservation of Scientific Data","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-540-87599-4_41","José BarateiroGonçalo AntunesManuel CabralJosé BorbinhaRodrigo Rodrigues","2008","http://link.springer.com/chapter/10.1007/978-3-540-87599-4_41","Chapter"
"Emerging technologies in ambient systems","Journal of Ambient Intelligence and Humanized Computing","","7","4","10.1007/s12652-016-0377-0","Ansar-Ul-Haque YasarHaroon MalikElhadi M. ShakshukiZahoor Khan","2016","http://link.springer.com/article/10.1007/s12652-016-0377-0","Article"
"MITK-US: Echtzeitverarbeitung von Ultraschallbildern in MITK","Bildverarbeitung für die Medizin 2013","","","","10.1007/978-3-642-36480-8_53","Alfred Michael FranzKeno MärzAlexander SeitelMichael MüllerSascha ZelzerMarco NodelnHans-Peter MeinzerLena Maier-Hein","2013","http://link.springer.com/chapter/10.1007/978-3-642-36480-8_53","Chapter"
"Tailoring the ATAM for Software Ecosystems","Software Architecture","","","","10.1007/978-3-319-23727-5_30","Simone da Silva AmorimJohn D. McGregorEduardo Santana de AlmeidaChristina von Flach G. Chavez","2015","http://link.springer.com/chapter/10.1007/978-3-319-23727-5_30","Chapter"
"GPGPU Virtualisation with Multi-API Support Using Containers","Euro-Par 2015: Parallel Processing Workshops","","","","10.1007/978-3-319-27308-2_64","John WalshJonathan Dukes","2015","http://link.springer.com/chapter/10.1007/978-3-319-27308-2_64","Chapter"
"Implementing a genomic data management system using iRODS in the Wellcome Trust Sanger Institute","BMC Bioinformatics","","12","1","10.1186/1471-2105-12-361","Gen-Tao ChiangPeter ClaphamGuoying QiKevin SaleGuy Coates","2011","http://link.springer.com/article/10.1186/1471-2105-12-361","Article"
"Smart home architecture based on event-driven DPWS","Journal of Shanghai University (English Edition)","","15","5","10.1007/s11741-011-0756-1","Peng Chen 陈 鹏Xiao-li Zhi 支小莉","2011","http://link.springer.com/article/10.1007/s11741-011-0756-1","Article"
"MUSA 2.0: A Distributed and Scalable Middleware for User-Driven Service Adaptation","Intelligent Interactive Multimedia Systems and Services 2017","","","","10.1007/978-3-319-59480-4_49","Luca SabatucciSalvatore LopesMassimo Cossentino","2018","http://link.springer.com/chapter/10.1007/978-3-319-59480-4_49","Chapter"
"BS Innova Platform: Introduction, Framework and Technology","Multidisciplinary Teleconsultation in Developing Countries","","","","10.1007/978-3-319-72763-9_12","Giovanni Luca Soddu","2018","http://link.springer.com/chapter/10.1007/978-3-319-72763-9_12","Chapter"
"Smart Omnichannel Architecture for Air Travel Applications Using Big Data Techniques","International Conference on Computer Networks and Communication Technologies","","","","10.1007/978-981-10-8681-6_60","Hari Bhaskar SankaranarayananJayprakash Lalchandani","2019","http://link.springer.com/chapter/10.1007/978-981-10-8681-6_60","Chapter"
"From Computational Thinking to Constructive Design with Simple Models","Leveraging Applications of Formal Methods, Verification and Validation. Modeling","","","","10.1007/978-3-030-03418-4_16","Tiziana Margaria","2018","http://link.springer.com/chapter/10.1007/978-3-030-03418-4_16","Chapter"
"Leveraging Design and Runtime Architecture Models to Support Self-awareness","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_24","Philippe LalandaStéphanie CholletCatherine Hamon","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_24","Chapter"
"Monitoring and Control of Vehicles’ Carbon Emissions","Software Technologies","","","","10.1007/978-3-319-93641-3_11","Tsvetan TsokovDessislava Petrova-Antonova","2018","http://link.springer.com/chapter/10.1007/978-3-319-93641-3_11","Chapter"
"Secure Automated Home Energy Management in Multi-Agent Smart Grid Architecture","Technology and Economics of Smart Grids and Sustainable Energy","","3","1","10.1007/s40866-018-0042-0","Hisain ElshaafiMeritxell VinyalsIvan GrimaldiSteven Davy","2018","http://link.springer.com/article/10.1007/s40866-018-0042-0","Article"
"Selected Current Trends in Software Processes","Software Processes and Life Cycle Models","","","","10.1007/978-3-319-98845-0_8","Ralf Kneuper","2018","http://link.springer.com/chapter/10.1007/978-3-319-98845-0_8","Chapter"
"Roadmap einer nachhaltigen Digitalisierung","Die digitale Transformation der Automobilindustrie","","","","10.1007/978-3-662-54935-3_6","Uwe Winkelhake","2017","http://link.springer.com/chapter/10.1007/978-3-662-54935-3_6","Chapter"
"Consistency Models for Global Scalable Data Access Services","Parallel Processing and Applied Mathematics","","","","10.1007/978-3-319-78024-5_41","Michał WrzeszczDarin NikolowTomasz LichońRafał SłotaŁukasz DutkaRenata G. SłotaJacek Kitowski","2018","http://link.springer.com/chapter/10.1007/978-3-319-78024-5_41","Chapter"
"FlexMash 2.0 – Flexible Modeling and Execution of Data Mashups","Rapid Mashup Development Tools","","","","10.1007/978-3-319-53174-8_2","Pascal HirmerMichael Behringer","2017","http://link.springer.com/chapter/10.1007/978-3-319-53174-8_2","Chapter"
"Cross-Layer Peer-to-Peer Traffic Identification and Optimization Based on Active Networking","Active and Programmable Networks","","","","10.1007/978-3-642-00972-3_2","I. DedinskiH. De MeerL. HanL. MathyD. P. PezarosJ. S. SventekX. Y. Zhan","2009","http://link.springer.com/chapter/10.1007/978-3-642-00972-3_2","Chapter"
"The IT-enabled extended enterprise, applications in the tourism industry","Information and Communication Technologies in Tourism","","","","10.1007/978-3-7091-7598-9_14","Michael BlochYves PigneurThomas Steiner","1996","http://link.springer.com/chapter/10.1007/978-3-7091-7598-9_14","Chapter"
"INDIGO-DataCloud: a Platform to Facilitate Seamless Access to E-Infrastructures","Journal of Grid Computing","","16","3","10.1007/s10723-018-9453-3","D. SalomoniI. CamposL. GaidoJ. Marco de LucasP. SolagnaJ. GomesL. MatyskaP. FuhrmanM. HardtG. DonvitoL. DutkaM. PlociennikR. BarberaI. BlanquerA. CeccantiE. Cetinic","2018","http://link.springer.com/article/10.1007/s10723-018-9453-3","Article"
"The Role of Simulation Performance in Software-in-the-Loop Simulations","Advances in Business ICT: New Ideas from Ongoing Research","","","","10.1007/978-3-319-47208-9_2","Tommy BaumannBernd PfitzingerThomas JestädtDragan Macos","2017","http://link.springer.com/chapter/10.1007/978-3-319-47208-9_2","Chapter"
"Beyond Interoperability in the Systems","Current Trends on Knowledge-Based Systems","","","","10.1007/978-3-319-51905-0_8","Aleksander LodwichJose María Alvarez-Rodríguez","2017","http://link.springer.com/chapter/10.1007/978-3-319-51905-0_8","Chapter"
"A lightweight framework for mobile web services","Computer Science - Research and Development","","24","4","10.1007/s00450-009-0091-7","Yeon-Seok KimKyong-Ho Lee","2009","http://link.springer.com/article/10.1007/s00450-009-0091-7","Article"
"How Blockchain Will Change Cybersecurity Practices","Cybersecurity Best Practices","","","","10.1007/978-3-658-21655-9_34","Claudio Di Salvo","2018","http://link.springer.com/chapter/10.1007/978-3-658-21655-9_34","Chapter"
"Geo-enabled e-Democracy Tools and Services for Smart Cities","E-Democracy for Smart Cities","","","","10.1007/978-981-10-4035-1_13","Pramod KumarKshama GuptaHarish Chandra KarnatakAsfa SiddiquiA. Senthil Kumar","2017","http://link.springer.com/chapter/10.1007/978-981-10-4035-1_13","Chapter"
"Extending Build and Release Tasks on Your Own","Beginning Build and Release Management with TFS 2017 and VSTS","","","","10.1007/978-1-4842-2811-1_13","Chaminda Chandrasekara","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2811-1_13","Chapter"
"Automatising Mashup of Cloud Services with QoS Requirements","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-61566-0_85","Claudia Di NapoliLuca SabatucciMassimo Cossentino","2018","http://link.springer.com/chapter/10.1007/978-3-319-61566-0_85","Chapter"
"Empirical Study on REST APIs Usage in Android Mobile Applications","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_45","Mohamed A. OumazizAbdelkarim BelkhirTristan VacherEric BeaudryXavier BlancJean-Rémy FalleriNaouel Moha","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_45","Chapter"
"A Method and Programming Model for Developing Interacting Cloud Applications Based on the TOSCA Standard","Enterprise Information Systems","","","","10.1007/978-3-319-93375-7_13","Michael ZimmermannUwe BreitenbücherFrank Leymann","2018","http://link.springer.com/chapter/10.1007/978-3-319-93375-7_13","Chapter"
"Datenschutz in Zeiten alles durchdringender Vernetzung: Herausforderungen für das Zusammenspiel von Technik und Regulierung","Die Fortentwicklung des Datenschutzes","","","","10.1007/978-3-658-23727-1_2","Frank Pallas","2018","http://link.springer.com/chapter/10.1007/978-3-658-23727-1_2","Chapter"
"Improving the Performance of Distributed TensorFlow with RDMA","International Journal of Parallel Programming","","46","4","10.1007/s10766-017-0520-3","Chengfan JiaJunnan LiuXu JinHan LinHong AnWenting HanZheng WuMengxian Chi","2018","http://link.springer.com/article/10.1007/s10766-017-0520-3","Article"
"Searching the Sky for Neural Networks","Advances in Computational Intelligence","","","","10.1007/978-3-319-59153-7_15","Erich SchikutaAbdelkader MagdyIrfan Ul HaqA. Baith MohamedBenedikt PittlWerner Mach","2017","http://link.springer.com/chapter/10.1007/978-3-319-59153-7_15","Chapter"
"Cloud Service Brokerage and Service Arbitrage for Container-Based Cloud Services","Cloud Computing – CLOUD 2018","","","","10.1007/978-3-319-94295-7_7","Ruediger Schulze","2018","http://link.springer.com/chapter/10.1007/978-3-319-94295-7_7","Chapter"
"Automatic Provenance Collection and Publishing in a Science Data Production Environment—Early Results","Provenance and Annotation of Data and Processes","","","","10.1007/978-3-642-17819-1_4","James FrewGreg JanéePeter Slaughter","2010","http://link.springer.com/chapter/10.1007/978-3-642-17819-1_4","Chapter"
"A novel digital twin-centric approach for driver intention prediction and traffic congestion avoidance","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-018-0069-y","Sathish A. P. KumarR. MadhumathiPethuru Raj ChelliahLei TaoShangguang Wang","2018","http://link.springer.com/article/10.1007/s40860-018-0069-y","Article"
"Product and Service Categorization","Communications","","","","10.1007/978-1-349-07816-5_16","Manus Egan","1986","http://link.springer.com/chapter/10.1007/978-1-349-07816-5_16","Chapter"
"Adaptive Information Systems","Conceptual Modelling in Information Systems Engineering","","","","10.1007/978-3-540-72677-7_18","Barbara Pernici","2007","http://link.springer.com/chapter/10.1007/978-3-540-72677-7_18","Chapter"
"Big Data Management: What to Keep from the Past to Face Future Challenges?","Data Science and Engineering","","2","4","10.1007/s41019-017-0043-3","G. Vargas-SolarJ. L. Zechinelli-MartiniJ. A. Espinosa-Oviedo","2017","http://link.springer.com/article/10.1007/s41019-017-0043-3","Article"
"Scalable SaaS-Based Process Customization with CaseWalls","Service-Oriented Computing","","","","10.1007/978-3-662-48616-0_14","Yu-Jen John SunMoshe Chai BarukhBoualem BenatallahSeyed-Mehdi-Reza Beheshti","2015","http://link.springer.com/chapter/10.1007/978-3-662-48616-0_14","Chapter"
"Two Decades of the Panchayati Raj","Integrating the Third Tier in the Indian Federal System","","","","10.1007/978-981-10-5625-3_6","Atul SarmaDebabani Chakravarty","2018","http://link.springer.com/chapter/10.1007/978-981-10-5625-3_6","Chapter"
"Building an IoT Ecosystem Framework","Building an Effective IoT Ecosystem for Your Business","","","","10.1007/978-3-319-57391-5_1","Sudhi R. SinhaYoungchoon Park","2017","http://link.springer.com/chapter/10.1007/978-3-319-57391-5_1","Chapter"
"A Framework for Ontology Based Management of Neural Network as a Service","Neural Information Processing","","","","10.1007/978-3-319-46681-1_29","Erich SchikutaAbdelkader MagdyA. Baith Mohamed","2016","http://link.springer.com/chapter/10.1007/978-3-319-46681-1_29","Chapter"
"Digital Transformation: A Project Management Case Study","Complete Guide to Digital Project Management","","","","10.1007/978-1-4842-3417-4_17","Shailesh Kumar Shivakumar","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3417-4_17","Chapter"
"A System of Recognition Services for Clinical Assessment","RADIO--Robots in Assisted Living","","","","10.1007/978-3-319-92330-7_2","Theodoros GiannakopoulosStasinos KonstantopoulosGeorgios SiantikosVangelis Karkaletsis","2019","http://link.springer.com/chapter/10.1007/978-3-319-92330-7_2","Chapter"
"RFID Device Based Home Security System to Detect Intruder Trespassing","Intelligent Communication, Control and Devices","","","","10.1007/978-981-10-5903-2_151","Sanjana MinochaAnkur Dumka","2018","http://link.springer.com/chapter/10.1007/978-981-10-5903-2_151","Chapter"
"Towards model-driven CIM-based data exchange for DSOs","Energy Informatics","","1","1","10.1186/s42162-018-0032-4","Dominik AscherChristoph Kondzialka","2018","http://link.springer.com/article/10.1186/s42162-018-0032-4","Article"
"Supplier Tables","The Microcomputer Users Handbook 1984","","","","10.1007/978-1-349-06737-4_8","Dennis LongleyMichael Shain","1983","http://link.springer.com/chapter/10.1007/978-1-349-06737-4_8","Chapter"
"Literature review of Industry 4.0 and related technologies","Journal of Intelligent Manufacturing","","","","10.1007/s10845-018-1433-8","Ercan OztemelSamet Gursev","2018","http://link.springer.com/article/10.1007/s10845-018-1433-8","Article"
"Actor Model Approach to Control Stability of an Articulated Vehicle","Information Systems Architecture and Technology: Proceedings of 37th International Conference on Information Systems Architecture and Technology – ISAT 2016 – Part III","","","","10.1007/978-3-319-46589-0_4","Kornel WarwasKrzysztof Augustynek","2017","http://link.springer.com/chapter/10.1007/978-3-319-46589-0_4","Chapter"
"Evaluating the Two-Speed IT Concept for Digitalization","HCI in Business, Government, and Organizations","","","","10.1007/978-3-319-91716-0_13","Christian RemfertJan Stockhinger","2018","http://link.springer.com/chapter/10.1007/978-3-319-91716-0_13","Chapter"
"Bringing Middleware to Everyday Programmers with Ballerina","Business Process Management","","","","10.1007/978-3-319-98648-7_2","Sanjiva WeerawaranaChathura EkanayakeSrinath PereraFrank Leymann","2018","http://link.springer.com/chapter/10.1007/978-3-319-98648-7_2","Chapter"
"openHPI – Das MOOC-Angebot des Hasso-Plattner-Instituts","Veranstaltungen 4.0","","","","10.1007/978-3-658-16223-8_9","Christoph MeinelStefanie Schweiger","2017","http://link.springer.com/chapter/10.1007/978-3-658-16223-8_9","Chapter"
"Enterprise modeling and integration in Mexican manufacturing and service companies","Computer Applications in Production and Engineering","","","","10.1007/978-0-387-35291-6_57","Dr. Arturo MolinaAngel Arriaga","1997","http://link.springer.com/chapter/10.1007/978-0-387-35291-6_57","Chapter"
"Web-Scale Personalized Real-Time Recommender System on Suumo","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-57529-2_41","Shiyingxue LiShimpei NomuraYohei KikutaKazuma Arino","2017","http://link.springer.com/chapter/10.1007/978-3-319-57529-2_41","Chapter"
"Geoanalytical System for Support of Urban Processes Management Tasks","Creativity in Intelligent Technologies and Data Science","","","","10.1007/978-3-319-65551-2_31","Svetlana UstugovaDanila ParyginNatalia SadovnikovaVibhash YadavInna Prikhodkova","2017","http://link.springer.com/chapter/10.1007/978-3-319-65551-2_31","Chapter"
"Towards a Platform for Prototyping IoT Health Monitoring Services","Exploring Services Science","","","","10.1007/978-3-319-32689-4_40","Mădălina ZamfirVladimir FlorianAlexandru StanciuGabriel NeaguŞtefan PredaGheorghe Militaru","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_40","Chapter"
"Mega Sporting Events and Technology: The Role of Social Networks in Co-creating Value for the Olympic Games","Exploring Services Science","","","","10.1007/978-3-319-56925-3_27","Luisa VarrialeGiuseppe PernaMaria Ferrara","2017","http://link.springer.com/chapter/10.1007/978-3-319-56925-3_27","Chapter"
"Foundations","Software Processes and Life Cycle Models","","","","10.1007/978-3-319-98845-0_1","Ralf Kneuper","2018","http://link.springer.com/chapter/10.1007/978-3-319-98845-0_1","Chapter"
"The Principles of Algorithmic Differentiation","Algorithmic Differentiation in Finance Explained","","","","10.1007/978-3-319-53979-9_2","Marc Henrard","2017","http://link.springer.com/chapter/10.1007/978-3-319-53979-9_2","Chapter"
